name,description,price,duration,create_date,last_update_date,count,successor_id,state_id
General Electric Capital Corporation,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",26887.36,365,2021-10-14T21:47:15Z,2021-12-13 16:14:08 UTC,292,,1
Landmark Bancorp Inc.,In quis justo. Maecenas rhoncus aliquam lacus.,21740.94,383,2021-07-26T15:41:10Z,2021-08-28 08:51:12 UTC,243,,2
Ritchie Bros. Auctioneers Incorporated,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",8952.25,144,2021-12-22T22:15:04Z,2022-03-28 04:56:19 UTC,246,,2
"Catalyst Biosciences, Inc. ",Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,8858.6,528,2022-02-03T21:21:26Z,2022-02-11 07:19:31 UTC,58,,1
"The ONE Group Hospitality, Inc.","Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",11896.26,772,2021-05-12T19:47:07Z,2021-05-15 15:04:36 UTC,41,,2
iStar Financial Inc.,Nullam varius. Nulla facilisi.,11495.35,656,2021-09-30T07:42:56Z,2021-11-05 18:43:07 UTC,260,,1
"Titan International, Inc.",Pellentesque at nulla. Suspendisse potenti.,7921.28,2,2021-03-12T16:27:02Z,2021-05-02 11:35:56 UTC,102,,2
"Selective Insurance Group, Inc.","Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",13436.71,726,2022-01-07T20:19:41Z,2022-01-28 18:48:31 UTC,25,,2
Eagle Point Credit Company Inc.,In hac habitasse platea dictumst.,4226.04,575,2021-10-26T21:51:41Z,2021-11-08 00:33:30 UTC,196,,2
"NextEra Energy Partners, LP","Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",6706.29,71,2021-07-02T00:50:44Z,2021-08-30 20:14:53 UTC,158,,2
Ivy NextShares,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",25863.27,775,2021-06-11T14:59:47Z,2021-09-16 09:50:06 UTC,200,,1
Broadcom Limited,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,8563.71,817,2021-07-09T15:06:45Z,2021-08-22 23:31:13 UTC,285,,1
Gabelli Global Small and Mid Cap Value Trust (The),Praesent blandit lacinia erat.,3572.66,362,2021-12-19T16:16:29Z,2022-02-22 08:46:28 UTC,60,,1
First Trust Nasdaq Pharmaceuticals ETF,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",27577.09,322,2021-03-12T17:40:59Z,2021-05-23 17:26:48 UTC,145,,2
Briggs & Stratton Corporation,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,20155.21,424,2021-12-01T13:03:33Z,2022-01-29 15:17:08 UTC,30,,1
GP Investments Acquisition Corp.,Sed vel enim sit amet nunc viverra dapibus.,29325.91,659,2021-07-06T11:31:31Z,2021-08-28 08:18:22 UTC,254,,1
"Caleres, Inc.","Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",3481.57,727,2021-03-13T01:53:11Z,2021-05-16 16:27:33 UTC,188,,2
VictoryShares US EQ Income Enhanced Volatility Wtd ETF,Duis consequat dui nec nisi volutpat eleifend.,23974.83,330,2021-05-11T02:23:10Z,2021-06-21 12:23:08 UTC,272,,1
Kirby Corporation,Donec quis orci eget orci vehicula condimentum.,15354.59,762,2021-08-11T13:55:00Z,2021-10-02 12:45:26 UTC,234,,1
magicJack VocalTec Ltd,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",13846.48,240,2021-08-24T21:29:22Z,2021-09-30 10:10:26 UTC,239,,2
Civeo Corporation,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,5826.94,296,2021-06-30T22:16:58Z,2021-08-22 03:00:12 UTC,110,,2
"Wheeler Real Estate Investment Trust, Inc.",Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,18086.21,854,2021-09-11T09:50:35Z,2021-10-11 12:33:54 UTC,62,,2
USD Partners LP,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,20941.22,873,2021-03-14T23:15:39Z,2021-06-12 04:16:13 UTC,192,,1
"Stericycle, Inc.","Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",9359.07,357,2022-02-04T07:08:16Z,2022-05-01 04:50:09 UTC,62,,2
Centene Corporation,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",6273.06,530,2021-12-21T08:38:46Z,2022-02-05 01:54:07 UTC,197,,1
"Green Plains, Inc.","Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",2221.15,646,2021-11-20T00:40:55Z,2021-11-30 22:41:04 UTC,24,,2
"Turkish Investment Fund, Inc. (The)",Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,15159.76,692,2021-07-11T03:15:10Z,2021-07-23 07:11:57 UTC,124,,1
Eagle Growth and Income Opportunities Fund,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.,24128.36,932,2021-10-14T18:39:38Z,2021-10-25 14:26:12 UTC,231,,1
"Nutanix, Inc.","Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",22013.59,128,2021-06-14T23:35:07Z,2021-08-16 11:24:40 UTC,24,,2
First Trust United Kingdom AlphaDEX Fund,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",3311.15,826,2022-01-12T23:14:34Z,2022-03-04 19:14:07 UTC,168,,2
Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,854.58,921,2021-12-31T12:06:50Z,2022-04-04 23:47:09 UTC,153,,2
Tesoro Logistics LP,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,24634.03,509,2021-11-02T12:17:03Z,2022-02-09 09:31:22 UTC,141,,2
Lattice Semiconductor Corporation,Aenean lectus.,28303.85,763,2022-01-04T18:14:22Z,2022-02-25 15:07:48 UTC,71,,2
DSW Inc.,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",5077.32,110,2021-06-30T21:48:40Z,2021-09-12 14:03:49 UTC,4,,2
Babcock,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,2404.68,420,2021-04-06T01:45:26Z,2021-04-12 10:46:17 UTC,99,,2
Teradata Corporation,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",18068.75,124,2021-10-28T23:55:01Z,2021-11-11 21:12:15 UTC,195,,2
Azure Power Global Limited,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,27740.77,788,2022-02-06T04:21:35Z,2022-03-11 23:15:06 UTC,261,,2
"Owens & Minor, Inc.",In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,7107.54,489,2022-01-06T09:06:47Z,2022-02-10 11:14:10 UTC,264,,1
"AngioDynamics, Inc.","Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",20305.98,749,2021-08-23T23:18:53Z,2021-09-23 14:57:20 UTC,257,,2
AquaVenture Holdings Limited,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,21984.95,61,2021-09-26T16:11:53Z,2021-11-16 02:45:02 UTC,178,,2
Sanmina Corporation,Morbi vel lectus in quam fringilla rhoncus.,23217.85,978,2022-01-11T22:08:34Z,2022-04-04 10:57:53 UTC,26,,2
"Anthem, Inc.","Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",7123.66,136,2022-01-15T16:57:17Z,2022-04-03 22:07:15 UTC,22,,2
"NantHealth, Inc.","Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",22561.16,432,2021-10-15T22:48:14Z,2021-10-18 02:04:47 UTC,30,,1
"Voya Financial, Inc.","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",25207.78,290,2021-09-08T11:14:27Z,2021-09-11 14:08:47 UTC,169,,2
"Celadon Group, Inc.",Integer ac neque. Duis bibendum.,8046.41,682,2021-03-03T19:56:10Z,2021-06-03 16:20:20 UTC,214,,2
Brookfield Property Partners L.P.,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",307.18,599,2021-12-01T14:58:21Z,2022-01-20 23:40:06 UTC,99,,1
Vanguard International High Dividend Yield ETF,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",13961.45,52,2021-11-10T14:33:50Z,2021-12-28 06:56:07 UTC,228,,1
Kansas City Southern,Nam tristique tortor eu pede.,20580.76,427,2021-05-26T01:35:23Z,2021-08-21 08:33:09 UTC,208,,2
Sotheby's,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",10373.37,824,2021-09-29T12:18:34Z,2021-10-23 16:40:33 UTC,261,,1
PTC Inc.,Sed sagittis.,9624.83,552,2021-03-23T22:29:38Z,2021-06-24 20:12:17 UTC,290,,2
"Summit Hotel Properties, Inc.",Donec ut dolor.,12595.6,505,2021-04-08T13:07:28Z,2021-07-10 08:16:39 UTC,199,,1
RenaissanceRe Holdings Ltd.,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,15385.55,446,2022-01-02T14:53:24Z,2022-04-07 18:19:42 UTC,28,,1
"Hawkins, Inc.","Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",7373.7,835,2021-06-01T17:44:36Z,2021-08-26 08:44:57 UTC,171,,1
"NeuroMetrix, Inc.",Donec ut dolor.,26264.28,860,2021-10-22T23:17:25Z,2021-12-08 00:06:20 UTC,85,,2
Newell Brands Inc.,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",27269.23,650,2021-10-21T15:12:24Z,2021-10-29 18:31:46 UTC,57,,2
"Alder BioPharmaceuticals, Inc.",Suspendisse accumsan tortor quis turpis.,16769.84,404,2021-03-30T09:52:24Z,2021-06-28 21:41:55 UTC,31,,1
Chevron Corporation,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",21104.61,590,2021-11-01T22:28:19Z,2021-12-30 07:45:02 UTC,270,,1
Invesco Value Municipal Income Trust,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,20066.46,293,2021-05-04T04:15:41Z,2021-05-19 04:38:06 UTC,199,,1
"AG Mortgage Investment Trust, Inc.",Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,13640.65,427,2021-07-22T23:03:17Z,2021-09-23 11:46:20 UTC,78,,2
"ArQule, Inc.","Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",29786.87,705,2021-04-11T09:18:29Z,2021-06-29 13:24:52 UTC,28,,2
Orthofix International N.V.,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",10043.71,314,2021-06-01T23:42:38Z,2021-06-20 11:20:33 UTC,296,,2
Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",10396.96,111,2021-12-29T16:18:52Z,2022-03-27 07:37:53 UTC,204,,1
FNB Bancorp,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",2725.38,488,2021-09-28T08:27:21Z,2021-11-20 13:32:00 UTC,245,,2
American Woodmark Corporation,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",25720.22,200,2021-03-31T18:28:55Z,2021-07-06 01:40:24 UTC,113,,1
Marin Software Incorporated,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",7993.82,23,2021-07-24T05:36:39Z,2021-09-02 07:45:53 UTC,143,,1
Pacific Special Acquisition Corp.,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",7684.65,427,2021-09-17T02:45:32Z,2021-09-21 23:41:21 UTC,237,,2
"United Natural Foods, Inc.","Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",17365.94,980,2021-10-09T01:20:16Z,2021-10-10 12:28:00 UTC,125,,1
MiX Telematics Limited,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",7584.12,363,2021-06-12T23:21:59Z,2021-09-05 17:43:07 UTC,229,,1
Cemtrex Inc.,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",26916.24,68,2021-07-10T01:07:04Z,2021-07-30 13:57:12 UTC,149,,2
iShares FTSE EPRA/NAREIT Europe Index Fund,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,21452.66,800,2021-08-24T17:16:55Z,2021-11-26 15:28:56 UTC,117,,2
StoneCastle Financial Corp,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",27912.43,510,2021-03-30T01:08:39Z,2021-04-01 21:41:30 UTC,37,,1
"ProPhase Labs, Inc.",Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,25120.71,375,2021-04-05T03:15:03Z,2021-05-23 19:47:48 UTC,210,,1
"Legg Mason, Inc.",Donec ut mauris eget massa tempor convallis.,6174.25,966,2021-09-28T16:31:27Z,2021-10-20 16:41:00 UTC,96,,1
First Busey Corporation,Aliquam sit amet diam in magna bibendum imperdiet.,18442.12,768,2021-05-24T12:53:44Z,2021-07-31 11:48:14 UTC,228,,1
"VistaGen Therapeutics, Inc.",Donec posuere metus vitae ipsum. Aliquam non mauris.,11068.01,269,2021-07-08T03:35:15Z,2021-07-14 16:13:52 UTC,231,,1
AK Steel Holding Corporation,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",29117.82,286,2021-09-25T19:52:19Z,2021-11-28 17:20:16 UTC,261,,2
Hutchison China MediTech Limited,Etiam justo.,26509.22,244,2021-05-02T10:53:03Z,2021-05-06 05:11:28 UTC,273,,1
Insulet Corporation,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1884.53,789,2021-05-25T10:39:12Z,2021-06-15 13:32:52 UTC,137,,2
"Allied World Assurance Company Holdings, AG","Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",10971.93,241,2021-06-01T17:43:04Z,2021-08-25 14:44:52 UTC,154,,1
Public Service Enterprise Group Incorporated,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,21150.5,419,2021-12-01T14:14:47Z,2021-12-28 16:28:53 UTC,255,,2
Alliance Data Systems Corporation,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.,1104.57,370,2021-10-06T23:56:34Z,2021-12-06 18:57:10 UTC,257,,2
Zosano Pharma Corporation,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,6218.46,678,2022-01-02T03:44:37Z,2022-01-28 20:22:11 UTC,121,,2
First Trust/Aberdeen Global Opportunity Income Fund,Maecenas ut massa quis augue luctus tincidunt.,28597.49,796,2021-07-29T04:22:43Z,2021-08-27 09:47:54 UTC,274,,1
"Reinsurance Group of America, Incorporated",Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,29770.84,457,2021-09-24T02:06:16Z,2021-12-29 14:14:25 UTC,165,,1
"Loral Space and Communications, Inc.","Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",607.5,704,2021-08-05T20:53:55Z,2021-08-07 08:49:32 UTC,245,,1
"SunTrust Banks, Inc.",Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,4248.75,804,2021-04-12T21:11:15Z,2021-07-13 01:24:08 UTC,113,,2
Eaton Vance High Income 2021 Target Term Trust,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,7474.98,891,2021-10-08T14:45:18Z,2021-11-19 08:27:33 UTC,108,,2
Harsco Corporation,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,15332.28,796,2021-11-27T06:58:36Z,2021-12-07 02:20:27 UTC,30,,2
Griffon Corporation,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",19041.36,533,2021-07-31T04:28:45Z,2021-11-08 21:52:13 UTC,269,,1
"Hartford Financial Services Group, Inc. (The)",In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,9520.88,108,2022-01-31T20:06:12Z,2022-03-07 02:14:48 UTC,81,,1
SPX Corporation,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",7266.02,436,2021-07-01T21:36:54Z,2021-10-04 00:51:16 UTC,285,,2
Clean Energy Fuels Corp.,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",10578.2,221,2021-09-07T02:34:19Z,2021-12-15 07:14:13 UTC,56,,1
Invacare Corporation,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,7462.27,53,2021-09-04T08:05:41Z,2021-10-06 15:02:09 UTC,48,,1
"LeMaitre Vascular, Inc.",Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,24134.87,424,2021-07-19T15:00:27Z,2021-09-12 04:48:57 UTC,49,,1
Amedica Corporation,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",19181.42,910,2021-04-05T21:23:17Z,2021-06-01 22:29:11 UTC,94,,1
Intercontinental Hotels Group,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",23588.34,81,2021-08-21T04:04:13Z,2021-09-25 23:17:01 UTC,281,,2
"Epizyme, Inc.","Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",9071.08,588,2021-12-07T17:03:58Z,2022-01-31 03:51:09 UTC,35,,1
"Tesla, Inc. ","Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",7839.23,323,2021-12-20T13:19:48Z,2022-03-18 17:55:27 UTC,162,,2
Brink's Company (The),"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",24592.73,786,2021-06-27T17:46:09Z,2021-09-14 06:07:22 UTC,131,,2
Peoples Financial Services Corp. ,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",8585.05,528,2021-08-30T04:43:06Z,2021-09-22 17:55:17 UTC,59,,1
"TerraForm Global, Inc.","Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",18768.76,358,2021-03-27T01:40:45Z,2021-04-13 15:28:01 UTC,29,,1
Universal Electronics Inc.,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",22451.95,113,2021-07-01T23:29:59Z,2021-08-21 03:10:23 UTC,237,,1
DLH Holdings Corp.,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",23652.79,748,2021-06-12T21:22:56Z,2021-07-10 04:08:30 UTC,147,,1
Sotheby's,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",8025.38,303,2021-09-19T07:12:23Z,2021-10-27 00:07:16 UTC,188,,2
Synaptics Incorporated,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",22549.73,360,2022-01-07T09:20:23Z,2022-04-02 07:25:12 UTC,246,,1
"Synacor, Inc.",In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,19887.05,978,2021-12-12T10:38:40Z,2022-03-08 00:39:21 UTC,220,,1
Tesoro Corporation,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",23058.52,416,2021-11-26T05:11:41Z,2022-01-13 18:57:12 UTC,240,,2
Dynasil Corporation of America,Morbi a ipsum. Integer a nibh. In quis justo.,3580.61,212,2021-08-11T12:40:39Z,2021-10-29 13:32:43 UTC,41,,2
John Hancock Preferred Income Fund III,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,21268.13,268,2022-01-07T07:33:55Z,2022-01-10 21:19:22 UTC,28,,1
"Nivalis Therapeutics, Inc.","Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",22052.05,45,2021-05-11T04:37:53Z,2021-05-27 04:01:02 UTC,118,,1
Alcobra Ltd.,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",9798.77,497,2021-12-05T14:56:40Z,2022-03-10 23:46:48 UTC,220,,2
The Intergroup Corporation,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",1027.4,593,2022-02-02T20:16:50Z,2022-05-13 03:58:20 UTC,59,,2
Barington/Hilco Acquisition Corp.,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",22049.28,768,2021-11-23T06:38:41Z,2022-01-19 04:08:34 UTC,216,,2
Resolute Forest Products Inc.,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,8610.11,499,2021-10-12T16:53:42Z,2022-01-17 16:32:53 UTC,138,,1
Federal Signal Corporation,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",16380.44,326,2021-05-26T09:53:55Z,2021-06-06 08:58:01 UTC,219,,2
"American National Bankshares, Inc.","Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",5483.48,990,2021-11-01T08:59:01Z,2022-01-28 20:31:18 UTC,197,,1
Sabre Corporation,Nulla mollis molestie lorem. Quisque ut erat.,15665.36,380,2022-02-04T18:26:56Z,2022-04-06 22:12:12 UTC,103,,1
"Old Line Bancshares, Inc.","Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",12496.41,220,2021-08-28T07:46:28Z,2021-11-17 06:27:23 UTC,298,,1
